# x f(x) derivative
0.715 0.845577 0.591312
0.72 0.848528 0.589256
0.725 0.851469 0.58722
0.73 0.8544 0.585206
0.735 0.857321 0.583212
0.74 0.860233 0.581238
0.745 0.863134 0.579284
0.75 0.866025 0.57735
0.755 0.868907 0.575435
0.76 0.87178 0.573539
0.765 0.874643 0.571662
0.77 0.877496 0.569803
0.775 0.880341 0.567962
0.78 0.883176 0.566139
0.785 0.886002 0.564333
0.79 0.888819 0.562544
0.795 0.891628 0.560772
0.8 0.894427 0.559017
0.805 0.897218 0.557278
0.81 0.9 0.555556
0.815 0.902774 0.553849
0.82 0.905539 0.552158
0.825 0.908295 0.550482
0.83 0.911043 0.548821
0.835 0.913783 0.547176
0.84 0.916515 0.545545
0.845 0.919239 0.543928
0.85 0.921954 0.542326
0.855 0.924662 0.540738
0.86 0.927362 0.539164
0.865 0.930054 0.537603
0.87 0.932738 0.536056
0.875 0.935414 0.534522
0.88 0.938083 0.533002
0.885 0.940744 0.531494
0.89 0.943398 0.529999
0.895 0.946044 0.528516
0.9 0.948683 0.527046
0.905 0.951315 0.525588
0.91 0.953939 0.524142
0.915 0.956556 0.522708
0.92 0.959166 0.521286
0.925 0.961769 0.519875
0.93 0.964365 0.518476
0.935 0.966954 0.517088
0.94 0.969536 0.515711
0.945 0.972111 0.514344
0.95 0.974679 0.512989
0.955 0.977241 0.511645
0.96 0.979796 0.51031
0.965 0.982344 0.508987
0.97 0.984886 0.507673
0.975 0.987421 0.50637
0.98 0.989949 0.505076
0.985 0.992472 0.503793
0.99 0.994987 0.502519
0.995 0.997497 0.501255
1 1 0.5
1.005 1.0025 0.498755
1.01 1.00499 0.497519
1.015 1.00747 0.496292
1.02 1.00995 0.495074
1.025 1.01242 0.493865
1.03 1.01489 0.492665
1.035 1.01735 0.491473
1.04 1.0198 0.49029
1.045 1.02225 0.489116
1.05 1.0247 0.48795
1.055 1.02713 0.486792
1.06 1.02956 0.485643
1.065 1.03199 0.484502
1.07 1.03441 0.483368
1.075 1.03682 0.482243
1.08 1.03923 0.481125
1.085 1.04163 0.480015
1.09 1.04403 0.478913
1.095 1.04642 0.477818
1.1 1.04881 0.476731
1.105 1.05119 0.475651
1.11 1.05357 0.474579
1.115 1.05594 0.473514
1.12 1.0583 0.472456
1.125 1.06066 0.471405
1.13 1.06301 0.47036
1.135 1.06536 0.469323
1.14 1.06771 0.468293
1.145 1.07005 0.467269
1.15 1.07238 0.466252
1.155 1.07471 0.465242
1.16 1.07703 0.464238
1.165 1.07935 0.463241
1.17 1.08167 0.46225
1.175 1.08397 0.461266
1.18 1.08628 0.460287
1.185 1.08858 0.459315
1.19 1.09087 0.458349
1.195 1.09316 0.457389
1.2 1.09545 0.456435
1.205 1.09772 0.455488
1.21 1.1 0.454545
1.215 1.10227 0.453609
1.22 1.10454 0.452679
1.225 1.1068 0.451754
1.23 1.10905 0.450835
1.235 1.11131 0.449921
1.24 1.11355 0.449013
1.245 1.1158 0.448111
1.25 1.11803 0.447214
1.255 1.12027 0.446322
1.26 1.1225 0.445435
1.265 1.12472 0.444554
1.27 1.12694 0.443678
1.275 1.12916 0.442807
1.28 1.13137 0.441942
1.285 1.13358 0.441081
1.29 1.13578 0.440225
1.295 1.13798 0.439375
1.3 1.14018 0.438529
1.305 1.14237 0.437688
1.31 1.14455 0.436852
1.315 1.14673 0.436021
1.32 1.14891 0.435194
1.325 1.15109 0.434372
1.33 1.15326 0.433555
1.335 1.15542 0.432742
1.34 1.15758 0.431934
1.345 1.15974 0.431131
1.35 1.1619 0.430331
1.355 1.16404 0.429537
1.36 1.16619 0.428746
1.365 1.16833 0.42796
1.37 1.17047 0.427179
1.375 1.1726 0.426401
1.38 1.17473 0.425628
1.385 1.17686 0.424859
1.39 1.17898 0.424094
1.395 1.1811 0.423334
1.4 1.18322 0.422577
1.405 1.18533 0.421825
1.41 1.18743 0.421076
1.415 1.18954 0.420331
1.42 1.19164 0.419591
1.425 1.19373 0.418854
1.43 1.19583 0.418121
1.435 1.19791 0.417392
1.44 1.2 0.416667
1.445 1.20208 0.415945
1.45 1.20416 0.415227
1.455 1.20623 0.414513
1.46 1.2083 0.413803
1.465 1.21037 0.413096
1.47 1.21244 0.412393
1.475 1.2145 0.411693
1.48 1.21655 0.410997
1.485 1.21861 0.410305
1.49 1.22066 0.409616
1.495 1.2227 0.40893
1.5 1.22474 0.408248
1.505 1.22678 0.40757
1.51 1.22882 0.406894
1.515 1.23085 0.406222
1.52 1.23288 0.405554
1.525 1.23491 0.404888
1.53 1.23693 0.404226
1.535 1.23895 0.403567
1.54 1.24097 0.402911
1.545 1.24298 0.402259
1.55 1.24499 0.40161
1.555 1.247 0.400963
1.56 1.249 0.40032
1.565 1.251 0.39968
1.57 1.253 0.399043
1.575 1.25499 0.39841
1.58 1.25698 0.397779
1.585 1.25897 0.397151
1.59 1.26095 0.396526
1.595 1.26293 0.395904
1.6 1.26491 0.395285
1.605 1.26689 0.394669
1.61 1.26886 0.394055
1.615 1.27083 0.393445
1.62 1.27279 0.392837
1.625 1.27475 0.392232
1.63 1.27671 0.39163
1.635 1.27867 0.391031
1.64 1.28062 0.390434
1.645 1.28258 0.389841
1.65 1.28452 0.389249
1.655 1.28647 0.388661
1.66 1.28841 0.388075
1.665 1.29035 0.387492
1.67 1.29228 0.386912
1.675 1.29422 0.386334
1.68 1.29615 0.385758
1.685 1.29808 0.385186
1.69 1.3 0.384615
1.695 1.30192 0.384048
1.7 1.30384 0.383482
1.705 1.30576 0.38292
1.71 1.30767 0.38236
1.715 1.30958 0.381802
1.72 1.31149 0.381246
1.725 1.31339 0.380693
1.73 1.31529 0.380143
1.735 1.31719 0.379595
1.74 1.31909 0.379049
1.745 1.32098 0.378506
1.75 1.32288 0.377964
1.755 1.32476 0.377426
1.76 1.32665 0.376889
1.765 1.32853 0.376355
1.77 1.33041 0.375823
1.775 1.33229 0.375293
1.78 1.33417 0.374766
1.785 1.33604 0.374241
1.79 1.33791 0.373718
1.795 1.33978 0.373197
1.8 1.34164 0.372678
1.805 1.3435 0.372161
1.81 1.34536 0.371647
1.815 1.34722 0.371135
1.82 1.34907 0.370625
1.825 1.35093 0.370117
1.83 1.35277 0.369611
1.835 1.35462 0.369107
1.84 1.35647 0.368605
1.845 1.35831 0.368105
1.85 1.36015 0.367607
1.855 1.36198 0.367112
1.86 1.36382 0.366618
1.865 1.36565 0.366126
1.87 1.36748 0.365636
1.875 1.36931 0.365148
1.88 1.37113 0.364662
1.885 1.37295 0.364179
1.89 1.37477 0.363696
1.895 1.37659 0.363216
1.9 1.3784 0.362738
1.905 1.38022 0.362262
1.91 1.38203 0.361787
1.915 1.38384 0.361315
1.92 1.38564 0.360844
1.925 1.38744 0.360375
1.93 1.38924 0.359908
1.935 1.39104 0.359443
1.94 1.39284 0.358979
1.945 1.39463 0.358517
1.95 1.39642 0.358057
1.955 1.39821 0.357599
1.96 1.4 0.357143
1.965 1.40178 0.356688
1.97 1.40357 0.356235
1.975 1.40535 0.355784
1.98 1.40712 0.355335
1.985 1.4089 0.354887
1.99 1.41067 0.354441
1.995 1.41244 0.353996
2 1.41421 0.353553
2.005 1.41598 0.353112
2.01 1.41774 0.352673
2.015 1.41951 0.352235
2.02 1.42127 0.351799
2.025 1.42302 0.351364
2.03 1.42478 0.350931
2.035 1.42653 0.3505
2.04 1.42829 0.35007
2.045 1.43003 0.349642
2.05 1.43178 0.349215
2.055 1.43353 0.34879
2.06 1.43527 0.348367
2.065 1.43701 0.347944
2.07 1.43875 0.347524
2.075 1.44049 0.347105
2.08 1.44222 0.346688
2.085 1.44395 0.346272
2.09 1.44568 0.345857
2.095 1.44741 0.345444
2.1 1.44914 0.345033
2.105 1.45086 0.344623
2.11 1.45258 0.344214
2.115 1.4543 0.343807
2.12 1.45602 0.343401
2.125 1.45774 0.342997
2.13 1.45945 0.342594
2.135 1.46116 0.342193
2.14 1.46287 0.341793
2.145 1.46458 0.341394
2.15 1.46629 0.340997
2.155 1.46799 0.340601
2.16 1.46969 0.340207
2.165 1.47139 0.339814
2.17 1.47309 0.339422
2.175 1.47479 0.339032
2.18 1.47648 0.338643
2.185 1.47817 0.338255
2.19 1.47986 0.337869
2.195 1.48155 0.337484
2.2 1.48324 0.3371
2.205 1.48492 0.336718
2.21 1.48661 0.336336
2.215 1.48829 0.335957
2.22 1.48997 0.335578
2.225 1.49164 0.335201
2.23 1.49332 0.334825
2.235 1.49499 0.33445
2.24 1.49666 0.334077
2.245 1.49833 0.333704
2.25 1.5 0.333333
2.255 1.50167 0.332964
2.26 1.50333 0.332595
2.265 1.50499 0.332228
2.27 1.50665 0.331862
2.275 1.50831 0.331497
2.28 1.50997 0.331133
2.285 1.51162 0.330771
2.29 1.51327 0.330409
2.295 1.51493 0.330049
2.3 1.51658 0.32969
2.305 1.51822 0.329332
2.31 1.51987 0.328976
2.315 1.52151 0.32862
2.32 1.52315 0.328266
2.325 1.5248 0.327913
2.33 1.52643 0.327561
2.335 1.52807 0.32721
2.34 1.52971 0.32686
2.345 1.53134 0.326512
2.35 1.53297 0.326164
2.355 1.5346 0.325818
2.36 1.53623 0.325472
2.365 1.53786 0.325128
2.37 1.53948 0.324785
2.375 1.5411 0.324443
2.38 1.54272 0.324102
2.385 1.54434 0.323762
2.39 1.54596 0.323423
2.395 1.54758 0.323085
2.4 1.54919 0.322749
2.405 1.55081 0.322413
2.41 1.55242 0.322078
2.415 1.55403 0.321745
2.42 1.55563 0.321412
2.425 1.55724 0.321081
2.43 1.55885 0.32075
2.435 1.56045 0.320421
2.44 1.56205 0.320092
2.445 1.56365 0.319765
2.45 1.56525 0.319438
2.455 1.56684 0.319113
2.46 1.56844 0.318788
2.465 1.57003 0.318465
2.47 1.57162 0.318142
2.475 1.57321 0.317821
2.48 1.5748 0.3175
2.485 1.57639 0.317181
2.49 1.57797 0.316862
2.495 1.57956 0.316544
2.5 1.58114 0.316228
2.505 1.58272 0.315912
2.51 1.5843 0.315597
2.515 1.58588 0.315283
2.52 1.58745 0.31497
2.525 1.58902 0.314658
2.53 1.5906 0.314347
2.535 1.59217 0.314037
2.54 1.59374 0.313728
2.545 1.59531 0.31342
2.55 1.59687 0.313112
2.555 1.59844 0.312806
2.56 1.6 0.3125
2.565 1.60156 0.312195
2.57 1.60312 0.311891
2.575 1.60468 0.311588
2.58 1.60624 0.311286
2.585 1.60779 0.310985
2.59 1.60935 0.310685
2.595 1.6109 0.310385
2.6 1.61245 0.310087
2.605 1.614 0.309789
2.61 1.61555 0.309492
2.615 1.6171 0.309196
2.62 1.61864 0.308901
2.625 1.62019 0.308607
2.63 1.62173 0.308313
2.635 1.62327 0.308021
2.64 1.62481 0.307729
2.645 1.62635 0.307438
2.65 1.62788 0.307148
2.655 1.62942 0.306858
2.66 1.63095 0.30657
2.665 1.63248 0.306282
2.67 1.63401 0.305995
2.675 1.63554 0.305709
2.68 1.63707 0.305424
2.685 1.6386 0.305139
2.69 1.64012 0.304855
2.695 1.64165 0.304572
2.7 1.64317 0.30429
2.705 1.64469 0.304009
2.71 1.64621 0.303728
2.715 1.64773 0.303449
2.72 1.64924 0.30317
2.725 1.65076 0.302891
2.73 1.65227 0.302614
2.735 1.65378 0.302337
2.74 1.65529 0.302061
2.745 1.6568 0.301786
2.75 1.65831 0.301511
2.755 1.65982 0.301238
2.76 1.66132 0.300965
2.765 1.66283 0.300692
2.77 1.66433 0.300421
2.775 1.66583 0.30015
2.78 1.66733 0.29988
2.785 1.66883 0.299611
2.79 1.67033 0.299342
2.795 1.67183 0.299074
2.8 1.67332 0.298807
2.805 1.67481 0.298541
2.81 1.67631 0.298275
2.815 1.6778 0.29801
2.82 1.67929 0.297746
2.825 1.68077 0.297482
2.83 1.68226 0.297219
2.835 1.68375 0.296957
2.84 1.68523 0.296695
2.845 1.68671 0.296435
2.85 1.68819 0.296174
2.855 1.68967 0.295915
2.86 1.69115 0.295656
2.865 1.69263 0.295398
2.87 1.69411 0.295141
2.875 1.69558 0.294884
2.88 1.69706 0.294628
2.885 1.69853 0.294372
2.89 1.7 0.294118
2.895 1.70147 0.293864
2.9 1.70294 0.29361
2.905 1.70441 0.293357
2.91 1.70587 0.293105
2.915 1.70734 0.292854
2.92 1.7088 0.292603
2.925 1.71026 0.292353
2.93 1.71172 0.292103
2.935 1.71318 0.291854
2.94 1.71464 0.291606
2.945 1.7161 0.291358
2.95 1.71756 0.291111
2.955 1.71901 0.290865
2.96 1.72047 0.290619
2.965 1.72192 0.290374
2.97 1.72337 0.290129
2.975 1.72482 0.289886
2.98 1.72627 0.289642
2.985 1.72772 0.2894
2.99 1.72916 0.289157
2.995 1.73061 0.288916
3 1.73205 0.288675
3.005 1.73349 0.288435
3.01 1.73494 0.288195
3.015 1.73638 0.287956
3.02 1.73781 0.287718
3.025 1.73925 0.28748
3.03 1.74069 0.287242
3.035 1.74213 0.287006
3.04 1.74356 0.28677
3.045 1.74499 0.286534
3.05 1.74642 0.286299
3.055 1.74786 0.286065
3.06 1.74929 0.285831
3.065 1.75071 0.285598
3.07 1.75214 0.285365
3.075 1.75357 0.285133
3.08 1.75499 0.284901
3.085 1.75642 0.28467
3.09 1.75784 0.28444
3.095 1.75926 0.28421
3.1 1.76068 0.283981
3.105 1.7621 0.283752
3.11 1.76352 0.283524
3.115 1.76494 0.283296
3.12 1.76635 0.283069
3.125 1.76777 0.282843
3.13 1.76918 0.282617
3.135 1.77059 0.282391
3.14 1.772 0.282166
3.145 1.77341 0.281942
3.15 1.77482 0.281718
3.155 1.77623 0.281495
3.16 1.77764 0.281272
3.165 1.77904 0.28105
3.17 1.78045 0.280828
3.175 1.78185 0.280607
3.18 1.78326 0.280386
3.185 1.78466 0.280166
3.19 1.78606 0.279946
3.195 1.78746 0.279727
3.2 1.78885 0.279508
3.205 1.79025 0.27929
3.21 1.79165 0.279073
3.215 1.79304 0.278856
3.22 1.79444 0.278639
3.225 1.79583 0.278423
3.23 1.79722 0.278207
3.235 1.79861 0.277992
3.24 1.8 0.277778
3.245 1.80139 0.277564
3.25 1.80278 0.27735
3.255 1.80416 0.277137
3.26 1.80555 0.276924
3.265 1.80693 0.276712
3.27 1.80831 0.276501
3.275 1.8097 0.276289
3.28 1.81108 0.276079
3.285 1.81246 0.275869
3.29 1.81384 0.275659
3.295 1.81521 0.27545
3.3 1.81659 0.275241
3.305 1.81797 0.275033
3.31 1.81934 0.274825
3.315 1.82071 0.274618
3.32 1.82209 0.274411
3.325 1.82346 0.274204
3.33 1.82483 0.273998
3.335 1.8262 0.273793
3.34 1.82757 0.273588
3.345 1.82893 0.273383
3.35 1.8303 0.273179
3.355 1.83167 0.272976
3.36 1.83303 0.272772
3.365 1.83439 0.27257
3.37 1.83576 0.272367
3.375 1.83712 0.272166
3.38 1.83848 0.271964
3.385 1.83984 0.271763
3.39 1.8412 0.271563
3.395 1.84255 0.271363
3.4 1.84391 0.271163
3.405 1.84526 0.270964
3.41 1.84662 0.270765
3.415 1.84797 0.270567
3.42 1.84932 0.270369
3.425 1.85068 0.270172
3.43 1.85203 0.269975
3.435 1.85338 0.269778
3.44 1.85472 0.269582
3.445 1.85607 0.269386
3.45 1.85742 0.269191
3.455 1.85876 0.268996
3.46 1.86011 0.268802
3.465 1.86145 0.268608
3.47 1.86279 0.268414
3.475 1.86414 0.268221
3.48 1.86548 0.268028
3.485 1.86682 0.267836
3.49 1.86815 0.267644
3.495 1.86949 0.267452
3.5 1.87083 0.267261
3.505 1.87216 0.267071
3.51 1.8735 0.26688
3.515 1.87483 0.26669
3.52 1.87617 0.266501
3.525 1.8775 0.266312
3.53 1.87883 0.266123
3.535 1.88016 0.265935
3.54 1.88149 0.265747
3.545 1.88282 0.26556
3.55 1.88414 0.265372
3.555 1.88547 0.265186
3.56 1.8868 0.264999
3.565 1.88812 0.264814
3.57 1.88944 0.264628
3.575 1.89077 0.264443
3.58 1.89209 0.264258
3.585 1.89341 0.264074
3.59 1.89473 0.26389
3.595 1.89605 0.263706
3.6 1.89737 0.263523
3.605 1.89868 0.26334
3.61 1.9 0.263158
3.615 1.90132 0.262976
3.62 1.90263 0.262794
3.625 1.90394 0.262613
3.63 1.90526 0.262432
3.635 1.90657 0.262251
3.64 1.90788 0.262071
3.645 1.90919 0.261891
3.65 1.9105 0.261712
3.655 1.91181 0.261533
3.66 1.91311 0.261354
3.665 1.91442 0.261176
3.67 1.91572 0.260998
3.675 1.91703 0.26082
3.68 1.91833 0.260643
3.685 1.91964 0.260466
3.69 1.92094 0.26029
3.695 1.92224 0.260113
3.7 1.92354 0.259938
3.705 1.92484 0.259762
3.71 1.92614 0.259587
3.715 1.92743 0.259412
3.72 1.92873 0.259238
3.725 1.93003 0.259064
3.73 1.93132 0.25889
3.735 1.93261 0.258717
3.74 1.93391 0.258544
3.745 1.9352 0.258371
3.75 1.93649 0.258199
3.755 1.93778 0.258027
3.76 1.93907 0.257855
3.765 1.94036 0.257684
3.77 1.94165 0.257513
3.775 1.94294 0.257343
3.78 1.94422 0.257172
3.785 1.94551 0.257002
3.79 1.94679 0.256833
3.795 1.94808 0.256664
3.8 1.94936 0.256495
3.805 1.95064 0.256326
3.81 1.95192 0.256158
3.815 1.9532 0.25599
3.82 1.95448 0.255822
3.825 1.95576 0.255655
3.83 1.95704 0.255488
3.835 1.95832 0.255321
3.84 1.95959 0.255155
3.845 1.96087 0.254989
3.85 1.96214 0.254824
3.855 1.96342 0.254658
3.86 1.96469 0.254493
3.865 1.96596 0.254329
3.87 1.96723 0.254164
3.875 1.9685 0.254
3.88 1.96977 0.253837
3.885 1.97104 0.253673
3.89 1.97231 0.25351
3.895 1.97358 0.253347
3.9 1.97484 0.253185
3.905 1.97611 0.253023
3.91 1.97737 0.252861
3.915 1.97864 0.252699
3.92 1.9799 0.252538
3.925 1.98116 0.252377
3.93 1.98242 0.252217
3.935 1.98368 0.252056
3.94 1.98494 0.251896
3.945 1.9862 0.251737
3.95 1.98746 0.251577
3.955 1.98872 0.251418
3.96 1.98997 0.251259
3.965 1.99123 0.251101
3.97 1.99249 0.250943
3.975 1.99374 0.250785
3.98 1.99499 0.250627
3.985 1.99625 0.25047
3.99 1.9975 0.250313
3.995 1.99875 0.250156
4 2 0.25
4.005 2.00125 0.249844
4.01 2.0025 0.249688
4.015 2.00375 0.249533
4.02 2.00499 0.249377
4.025 2.00624 0.249222
4.03 2.00749 0.249068
4.035 2.00873 0.248913
4.04 2.00998 0.248759
4.045 2.01122 0.248606
4.05 2.01246 0.248452
4.055 2.0137 0.248299
4.06 2.01494 0.248146
4.065 2.01618 0.247993
4.07 2.01742 0.247841
4.075 2.01866 0.247689
4.08 2.0199 0.247537
4.085 2.02114 0.247385
4.09 2.02237 0.247234
4.095 2.02361 0.247083
4.1 2.02485 0.246932
4.105 2.02608 0.246782
4.11 2.02731 0.246632
4.115 2.02855 0.246482
4.12 2.02978 0.246332
4.125 2.03101 0.246183
4.13 2.03224 0.246034
4.135 2.03347 0.245885
4.14 2.0347 0.245737
4.145 2.03593 0.245588
4.15 2.03715 0.24544
4.155 2.03838 0.245293
4.16 2.03961 0.245145
4.165 2.04083 0.244998
4.17 2.04206 0.244851
4.175 2.04328 0.244704
4.18 2.0445 0.244558
4.185 2.04573 0.244412
4.19 2.04695 0.244266
4.195 2.04817 0.24412
4.2 2.04939 0.243975
4.205 2.05061 0.24383
4.21 2.05183 0.243685
4.215 2.05305 0.243541
4.22 2.05426 0.243396
4.225 2.05548 0.243252
4.23 2.0567 0.243108
4.235 2.05791 0.242965
4.24 2.05913 0.242821
4.245 2.06034 0.242678
4.25 2.06155 0.242536
4.255 2.06277 0.242393
4.26 2.06398 0.242251
4.265 2.06519 0.242109
4.27 2.0664 0.241967
4.275 2.06761 0.241825
4.28 2.06882 0.241684
4.285 2.07002 0.241543
4.29 2.07123 0.241402
4.295 2.07244 0.241262
4.3 2.07364 0.241121
4.305 2.07485 0.240981
4.31 2.07605 0.240842
4.315 2.07726 0.240702
4.32 2.07846 0.240563
4.325 2.07966 0.240424
4.33 2.08087 0.240285
4.335 2.08207 0.240146
4.34 2.08327 0.240008
4.345 2.08447 0.23987
4.35 2.08567 0.239732
4.355 2.08686 0.239594
4.36 2.08806 0.239457
4.365 2.08926 0.239319
4.37 2.09045 0.239182
4.375 2.09165 0.239046
4.38 2.09284 0.238909
4.385 2.09404 0.238773
4.39 2.09523 0.238637
4.395 2.09643 0.238501
4.4 2.09762 0.238366
4.405 2.09881 0.23823
4.41 2.1 0.238095
4.415 2.10119 0.23796
4.42 2.10238 0.237826
4.425 2.10357 0.237691
4.43 2.10476 0.237557
4.435 2.10594 0.237423
4.44 2.10713 0.237289
4.445 2.10832 0.237156
4.45 2.1095 0.237023
4.455 2.11069 0.23689
4.46 2.11187 0.236757
4.465 2.11305 0.236624
4.47 2.11424 0.236492
4.475 2.11542 0.23636
4.48 2.1166 0.236228
4.485 2.11778 0.236096
4.49 2.11896 0.235965
4.495 2.12014 0.235833
4.5 2.12132 0.235702
4.505 2.1225 0.235571
4.51 2.12368 0.235441
4.515 2.12485 0.23531
4.52 2.12603 0.23518
4.525 2.1272 0.23505
4.53 2.12838 0.23492
4.535 2.12955 0.234791
4.54 2.13073 0.234662
4.545 2.1319 0.234533
4.55 2.13307 0.234404
4.555 2.13424 0.234275
4.56 2.13542 0.234146
4.565 2.13659 0.234018
4.57 2.13776 0.23389
4.575 2.13892 0.233762
4.58 2.14009 0.233635
4.585 2.14126 0.233507
4.59 2.14243 0.23338
4.595 2.1436 0.233253
4.6 2.14476 0.233126
4.605 2.14593 0.233
4.61 2.14709 0.232873
4.615 2.14826 0.232747
4.62 2.14942 0.232621
4.625 2.15058 0.232495
4.63 2.15174 0.23237
4.635 2.15291 0.232244
4.64 2.15407 0.232119
4.645 2.15523 0.231994
4.65 2.15639 0.231869
4.655 2.15754 0.231745
4.66 2.1587 0.231621
4.665 2.15986 0.231496
4.67 2.16102 0.231372
4.675 2.16217 0.231249
4.68 2.16333 0.231125
4.685 2.16449 0.231002
4.69 2.16564 0.230879
4.695 2.16679 0.230756
4.7 2.16795 0.230633
4.705 2.1691 0.23051
4.71 2.17025 0.230388
4.715 2.17141 0.230266
4.72 2.17256 0.230144
4.725 2.17371 0.230022
4.73 2.17486 0.2299
4.735 2.17601 0.229779
4.74 2.17715 0.229658
4.745 2.1783 0.229537
4.75 2.17945 0.229416
4.755 2.1806 0.229295
4.76 2.18174 0.229175
4.765 2.18289 0.229054
4.77 2.18403 0.228934
4.775 2.18518 0.228814
4.78 2.18632 0.228695
4.785 2.18746 0.228575
4.79 2.18861 0.228456
4.795 2.18975 0.228337
4.8 2.19089 0.228218
4.805 2.19203 0.228099
4.81 2.19317 0.22798
4.815 2.19431 0.227862
4.82 2.19545 0.227744
4.825 2.19659 0.227626
4.83 2.19773 0.227508
4.835 2.19886 0.22739
4.84 2.2 0.227273
4.845 2.20114 0.227155
4.85 2.20227 0.227038
4.855 2.20341 0.226921
4.86 2.20454 0.226805
4.865 2.20567 0.226688
4.87 2.20681 0.226572
4.875 2.20794 0.226455
4.88 2.20907 0.226339
4.885 2.2102 0.226224
4.89 2.21133 0.226108
4.895 2.21246 0.225992
4.9 2.21359 0.225877
4.905 2.21472 0.225762
4.91 2.21585 0.225647
4.915 2.21698 0.225532
4.92 2.21811 0.225417
4.925 2.21923 0.225303
4.93 2.22036 0.225189
4.935 2.22149 0.225075
4.94 2.22261 0.224961
4.945 2.22374 0.224847
4.95 2.22486 0.224733
4.955 2.22598 0.22462
4.96 2.22711 0.224507
4.965 2.22823 0.224394
4.97 2.22935 0.224281
4.975 2.23047 0.224168
4.98 2.23159 0.224055
4.985 2.23271 0.223943
4.99 2.23383 0.223831
4.995 2.23495 0.223719
5 2.23607 0.223607
5.005 2.23719 0.223495
5.01 2.2383 0.223384
5.015 2.23942 0.223272
